author_full,journal,volume,year,pages,publisher,paperid,doi,author,url,type,title,journal_full,issue,page
"Yun Lu, Liang Hao, Katsuhiro Sagara, Hiroyuki Yoshida, Yingrong Jin,",Mater. Trans.,54,2013,1981-1985,Japan Institute of Metals,4029,10.2320/matertrans.e-m2013820,"Y. Lu, L. Hao, K. Sagara, H. Yoshida, Y. Jin,",http://dx.doi.org/10.2320/matertrans.E-M2013820,article-journal,Improvement in Thermoelectric Properties of Non-Stoichiometric Titanium Dioxide by Reduction Treatment,MATERIALS TRANSACTIONS,10,1981
"Hirofumi Kakemoto, Masahiko Ishikawa, Jiyo Yazaki, Hiroshi Irie,",Mater. Trans.,54,2013,1986-1992,Japan Institute of Metals,4030,10.2320/matertrans.e-m2013821,"H. Kakemoto, M. Ishikawa, J. Yazaki, H. Irie,",http://dx.doi.org/10.2320/matertrans.E-M2013821,article-journal,Structural and Thermoelectric Properties of Rare-Earth-Substituted Sr<sub>3</sub>Fe<sub>2</sub>O<sub>7</sub>,MATERIALS TRANSACTIONS,10,1986
"Hidetoshi Miyazaki, Teruaki Nakano, Manabu Inukai, Kazuo Soda, Yudai Izumi, Takayuki Muro, Jungeun Kim, Masaki Takata, Masaharu Matsunami, Shin-ichi Kimura, Yoichi Nishino,",Mater. Trans.,55,2014,1209-1214,Japan Institute of Metals,4032,10.2320/matertrans.e-m2014803,"H. Miyazaki, T. Nakano, M. Inukai, K. Soda, Y. Izumi, T. Muro, J. Kim, M. Takata, M. Matsunami, S. Kimura, Y. Nishino,",http://dx.doi.org/10.2320/matertrans.E-M2014803,article-journal,Electronic and Local Crystal Structures of the ZrNiSn Half-Heusler Thermoelectric Material,MATERIALS TRANSACTIONS,8,1209
"Masaya Kumagai, Ken Kurosaki, Yuji Ohishi, Hiroaki Muta, Shinsuke Yamanaka,",Mater. Trans.,55,2014,1215-1218,Japan Institute of Metals,4033,10.2320/matertrans.e-m2014821,"M. Kumagai, K. Kurosaki, Y. Ohishi, H. Muta, S. Yamanaka,",http://dx.doi.org/10.2320/matertrans.E-M2014821,article-journal,Effect of Ball-Milling Conditions on Thermoelectric Properties of Polycrystalline CuGaTe<sub>2</sub>,MATERIALS TRANSACTIONS,8,1215
"Y. Takagiwa, T. Kamimura, J. T. Okada, K. Kimura,",Mater. Trans.,55,2014,1226-1231,Japan Institute of Metals,4034,10.2320/matertrans.e-m2014825,"Y. Takagiwa, T. Kamimura, J. Okada, K. Kimura,",http://dx.doi.org/10.2320/matertrans.E-M2014825,article-journal,Thermoelectric Properties of Al&ndash;Ga&ndash;Pd&ndash;Re Icosahedral Quasicrystals,MATERIALS TRANSACTIONS,8,1226
"Guanghe Li, Ken Kurosaki, Yuji Ohishi, Hiroaki Muta, Shinsuke Yamanaka,",Mater. Trans.,55,2014,1232-1236,Japan Institute of Metals,4035,10.2320/matertrans.e-m2014826,"G. Li, K. Kurosaki, Y. Ohishi, H. Muta, S. Yamanaka,",http://dx.doi.org/10.2320/matertrans.E-M2014826,article-journal,Thermoelectric Properties of Group 13 Elements-Triple Filled Skutterudites: Nominal In<i><sub>x</sub></i>Ga<sub>0.02</sub>Tl<sub>0.20</sub>Co<sub>4</sub>Sb<sub>12</sub>,MATERIALS TRANSACTIONS,8,1232
"Akitoshi Suzumura, Naoyuki Nagasako, Youhei Kinoshita, Masaki Watanabe, Takuji Kita, Ryoji Asahi,",Mater. Trans.,56,2015,858-863,Japan Institute of Metals,4036,10.2320/matertrans.e-m2015804,"A. Suzumura, N. Nagasako, Y. Kinoshita, M. Watanabe, T. Kita, R. Asahi,",http://dx.doi.org/10.2320/matertrans.E-M2015804,article-journal,Presence of a Doubly-Splitting Site and Its Effect on Thermoelectric Properties of Cu<sub>4</sub>SnS<sub>4</sub>,MATERIALS TRANSACTIONS,6,858
"C. Stiewe, Z. He, D. Platzek, G. Karpinski, E. Müller, S. Li, M. Toprak, M. Muhammed,",Mat.-wiss. u. Werkstofftech.,38,2007,773-776,Wiley-Blackwell,4048,10.1002/mawe.200700192,"C. Stiewe, Z. He, D. Platzek, G. Karpinski, E. Müller, S. Li, M. Toprak, M. Muhammed,",http://dx.doi.org/10.1002/mawe.200700192,article-journal,Control of thermoelectric properties in ZrO2/CoSb3 nano-dispersed composites,Materialwissenschaft und Werkstofftechnik,9,773
"I. P. Druzhinina, T. M. Vladimirskaya, A. A. Fraktovnikova,",Meas Tech,9,1966,505-507,Springer Nature,4059,10.1007/bf00976954,"I. Druzhinina, T. Vladimirskaya, A. Fraktovnikova,",http://dx.doi.org/10.1007/BF00976954,article-journal,Thermoelectric properties of certain metals with a high melting point,Measurement Techniques,4,505
"I. P. Druzhinina, T. M. Vladimirskaya, A. A. Fraktovnikova,",Meas Tech,9,1966,1032-1034,Springer Nature,4060,10.1007/bf00988877,"I. Druzhinina, T. Vladimirskaya, A. Fraktovnikova,",http://dx.doi.org/10.1007/BF00988877,article-journal,Thermoelectric properties of vanadium,Measurement Techniques,8,1032
"Yi Yuan, Jun Mao, Tie Liu, Masahiro Tahashi, Qiang Wang, Jicheng He,",Metall and Mat Trans A,46,2015,2916-2921,Springer Nature,4075,10.1007/s11661-015-2867-7,"Y. Yuan, J. Mao, T. Liu, M. Tahashi, Q. Wang, J. He,",http://dx.doi.org/10.1007/s11661-015-2867-7,article-journal,Effects of High Magnetic Fields on Microstructures and Thermoelectric Properties of Zn-Sb Alloy,Metallurgical and Materials Transactions A,7,2916
"Ramesh Chandra Mallik,",Met. Mater. -Int.,14,2008,223-228,Springer Nature,4084,10.3365/met.mat.2008.04.223,"R. Mallik,",http://dx.doi.org/10.3365/met.mat.2008.04.223,article-journal,Thermoelectric Properties of InzCo4Sb12 Skutterudites,Metals and Materials International,2,223
"Soon-Chul Ur,",Met. Mater. -Int.,14,2008,625-629,Springer Nature,4086,10.3365/met.mat.2008.10.625,"S. Ur,",http://dx.doi.org/10.3365/met.mat.2008.10.625,article-journal,Thermoelectric Properties of Tin-Filled Skutterudites Prepared by Mechanical Alloying Process,Metals and Materials International,5,625
"Woo-Suk Choi, Bong-Gyu Park, Ik-Min Park, Yong-Ho Park,",Met. Mater. Int.,14,2008,701-706,Springer Nature,4087,10.3365/met.mat.2008.12.701,"W. Choi, B. Park, I. Park, Y. Park,",http://dx.doi.org/10.3365/met.mat.2008.12.701,article-journal,Transport properties of Bi43Se4Te53 thermoelectric alloy fabricated by mechanical grinding and pulse discharge sintering,Metals and Materials International,6,701
"Gil-Geun Lee, Dong-Youl Lee, Gook-Hyun Ha,",Met. Mater. Int.,17,2011,245-250,Springer Nature,4088,10.1007/s12540-011-0410-y,"G. Lee, D. Lee, G. Ha,",http://dx.doi.org/10.1007/s12540-011-0410-y,article-journal,Synthesis of Bi-Sb-Te thermoelectric material by the plasma arc discharge process,Metals and Materials International,2,245
"K. Park, J. W. Choi, G. W. Lee, S. -J. Kim, Y. -S. Lim, S. -M. Choi, W. -S. Seo, S. M. Lim,",Met. Mater. Int.,18,2012,1061-1065,Springer Nature,4089,10.1007/s12540-012-6021-4,"K. Park, J. Choi, G. Lee, S. Kim, Y. Lim, S. Choi, W. Seo, S. Lim,",http://dx.doi.org/10.1007/s12540-012-6021-4,article-journal,Thermoelectric properties of solution-combustion-processed Na(Co1−xNix)2O4,Metals and Materials International,6,1061
"Tawat Suriwong, Theerayuth Plirdpring, Thotsaphon Threrujirapapong, Somchai Thongtem, Titipun Thongtem,",unknown,10,2015,19-22,Institution of Engineering and Technology (IET),4091,10.1049/mnl.2014.0358,"T. Suriwong, T. Plirdpring, T. Threrujirapapong, S. Thongtem, T. Thongtem,",http://dx.doi.org/10.1049/mnl.2014.0358,article-journal,Thermoelectric properties of Bi2Te3 disk fabricated from rice kernel-like Bi2Te3 powder,Micro &amp; Nano Letters,1,19
"Wei Wei, Xiao-ming Cao, Chong Tian, Jin-song Zhang,",Microporous and Mesoporous Materials,112,2008,521-525,Elsevier BV,4093,10.1016/j.micromeso.2007.10.032,"W. Wei, X. Cao, C. Tian, J. Zhang,",http://dx.doi.org/10.1016/j.micromeso.2007.10.032,article-journal,The influence of Si distribution and content on the thermoelectric properties of SiC foam ceramics,Microporous and Mesoporous Materials,1-3,521
"Peter Terzieff, Heinrich Schicketanz, Kurt L. Komarek,",Monatsh Chem,113,1982,519-527,Springer Nature,4106,10.1007/bf00800256,"P. Terzieff, H. Schicketanz, K. Komarek,",http://dx.doi.org/10.1007/BF00800256,article-journal,The magnetic and thermoelectric properties of NiAs-type Fe0.89Se,Monatshefte f�r Chemie Chemical Monthly,5,519
"Yang Wang, Yu Sui, Fang Li, Luxiang Xu, Xianjie Wang, Wenhui Su, Xiaoyang Liu,",Nano Energy,1,2012,456-465,Elsevier BV,4114,10.1016/j.nanoen.2012.02.007,"Y. Wang, Y. Sui, F. Li, L. Xu, X. Wang, W. Su, X. Liu,",http://dx.doi.org/10.1016/j.nanoen.2012.02.007,article-journal,"Thermoelectrics in misfit-layered oxides [(Ca,Ln)2CoO3]0.62[CoO2]: From bulk to nano",Nano Energy,3,456
"Bo Yu, Weishu Liu, Shuo Chen, Hui Wang, Hengzhi Wang, Gang Chen, Zhifeng Ren,",Nano Energy,1,2012,472-478,Elsevier BV,4115,10.1016/j.nanoen.2012.02.010,"B. Yu, W. Liu, S. Chen, H. Wang, H. Wang, G. Chen, Z. Ren,",http://dx.doi.org/10.1016/j.nanoen.2012.02.010,article-journal,Thermoelectric properties of copper selenide with ordered selenium layer and disordered copper layer,Nano Energy,3,472
"Gayatri Keskar, Eswaramoorthi Iyyamperumal, Dale A. Hitchcock, Jian He, Apparao M. Rao, Lisa D. Pfefferle,",Nano Energy,1,2012,706-713,Elsevier BV,4116,10.1016/j.nanoen.2012.06.005,"G. Keskar, E. Iyyamperumal, D. Hitchcock, J. He, A. Rao, L. Pfefferle,",http://dx.doi.org/10.1016/j.nanoen.2012.06.005,article-journal,Significant improvement of thermoelectric performance in nanostructured bismuth networks,Nano Energy,5,706
"Li Ping Tan, Ting Sun, Shufen Fan, Lay Yong Ng, Ady Suwardi, Qingyu Yan, Huey Hoon Hng,",Nano Energy,2,2013,4-11,Elsevier BV,4117,10.1016/j.nanoen.2012.07.004,"L. Tan, T. Sun, S. Fan, L. Ng, A. Suwardi, Q. Yan, H. Hng,",http://dx.doi.org/10.1016/j.nanoen.2012.07.004,article-journal,Facile synthesis of Cu7Te4 nanorods and the enhanced thermoelectric properties of Cu7Te4–Bi0.4Sb1.6Te3 nanocomposites,Nano Energy,1,4
"Giri Joshi, Tulashi Dahal, Shuo Chen, Hengzhi Wang, Junichiro Shiomi, Gang Chen, Zhifeng Ren,",Nano Energy,2,2013,82-87,Elsevier BV,4118,10.1016/j.nanoen.2012.07.020,"G. Joshi, T. Dahal, S. Chen, H. Wang, J. Shiomi, G. Chen, Z. Ren,",http://dx.doi.org/10.1016/j.nanoen.2012.07.020,article-journal,Enhancement of thermoelectric figure-of-merit at low temperatures by titanium substitution for hafnium in n-type half-Heuslers Hf0.75−xTixZr0.25NiSn0.99Sb0.01,Nano Energy,1,82
"Qian Zhang, Yucheng Lan, Silong Yang, Feng Cao, Mengliang Yao, Cyril Opeil, David Broido, Gang Chen, Zhifeng Ren,",Nano Energy,2,2013,1121-1127,Elsevier BV,4119,10.1016/j.nanoen.2013.09.009,"Q. Zhang, Y. Lan, S. Yang, F. Cao, M. Yao, C. Opeil, D. Broido, G. Chen, Z. Ren,",http://dx.doi.org/10.1016/j.nanoen.2013.09.009,article-journal,Increased thermoelectric performance by Cl doping in nanostructured AgPb18SbSe20−xClx,Nano Energy,6,1121
"Jing Shuai, Hee Seok Kim, Yucheng Lan, Shuo Chen, Yuan Liu, Huaizhou Zhao, Jiehe Sui, Zhifeng Ren,",Nano Energy,11,2015,640-646,Elsevier BV,4120,10.1016/j.nanoen.2014.11.027,"J. Shuai, H. Kim, Y. Lan, S. Chen, Y. Liu, H. Zhao, J. Sui, Z. Ren,",http://dx.doi.org/10.1016/j.nanoen.2014.11.027,article-journal,Study on thermoelectric performance by Na doping in nanostructured Mg 1-x Na x Ag 0.97 Sb 0.99,Nano Energy,,640
"L. Li, Y. Liu, J.Y. Dai, H.X. Zhu, A.J. Hong, X.H. Zhou, Z.F. Ren, J.M. Liu,",Nano Energy,12,2015,447-456,Elsevier BV,4121,10.1016/j.nanoen.2015.01.020,"L. Li, Y. Liu, J. Dai, H. Zhu, A. Hong, X. Zhou, Z. Ren, J. Liu,",http://dx.doi.org/10.1016/j.nanoen.2015.01.020,article-journal,Thermoelectric property studies on Cu x Bi 2 SeS 2  with nano-scale precipitates Bi 2 S 3,Nano Energy,,447
"Peter G. Burke, Benjamin M. Curtin, John E. Bowers, Arthur C. Gossard,",Nano Energy,12,2015,735-741,Elsevier BV,4122,10.1016/j.nanoen.2015.01.037,"P. Burke, B. Curtin, J. Bowers, A. Gossard,",http://dx.doi.org/10.1016/j.nanoen.2015.01.037,article-journal,Minority carrier barrier heterojunctions for improved thermoelectric efficiency,Nano Energy,,735
"Zihang Liu, Yanling Pei, Huiyuan Geng, Jingchao Zhou, Xianfu Meng, Wei Cai, Weishu Liu, Jiehe Sui,",Nano Energy,13,2015,554-562,Elsevier BV,4124,10.1016/j.nanoen.2015.03.036,"Z. Liu, Y. Pei, H. Geng, J. Zhou, X. Meng, W. Cai, W. Liu, J. Sui,",http://dx.doi.org/10.1016/j.nanoen.2015.03.036,article-journal,Enhanced thermoelectric performance of Bi2S3 by synergistical action of bromine substitution and copper nanoparticles,Nano Energy,,554
"Chao Han, Zhen Li, Gao Qing (Max) Lu, Shi Xue Dou,",Nano Energy,15,2015,193-204,Elsevier BV,4125,10.1016/j.nanoen.2015.04.024,"C. Han, Z. Li, G. Lu, S. Xue Dou,",http://dx.doi.org/10.1016/j.nanoen.2015.04.024,article-journal,Robust scalable synthesis of surfactant-free thermoelectric metal chalcogenide nanostructures,Nano Energy,,193
"Yubo Luo, Junyou Yang, Qinghui Jiang, Liangwei Fu, Ye Xiao, WeiXin Li, Dan Zhang, Zhiwei Zhou, Yudong Cheng,",Nano Energy,15,2015,709-718,Elsevier BV,4126,10.1016/j.nanoen.2015.05.032,"Y. Luo, J. Yang, Q. Jiang, L. Fu, Y. Xiao, W. Li, D. Zhang, Z. Zhou, Y. Cheng,",http://dx.doi.org/10.1016/j.nanoen.2015.05.032,article-journal,Melting and solidification of bismuth antimony telluride under a high magnetic field: A new route to high thermoelectric performance,Nano Energy,,709
"Jun Mao, Yumei Wang, Hee Seok Kim, Zihang Liu, Udara Saparamadu, Fei Tian, Keshab Dahal, Jingying Sun, Shuo Chen, Weishu Liu, Zhifeng Ren,",Nano Energy,17,2015,279-289,Elsevier BV,4128,10.1016/j.nanoen.2015.09.003,"J. Mao, Y. Wang, H. Kim, Z. Liu, U. Saparamadu, F. Tian, K. Dahal, J. Sun, S. Chen, W. Liu, Z. Ren,",http://dx.doi.org/10.1016/j.nanoen.2015.09.003,article-journal,High thermoelectric power factor in Cu–Ni alloy originate from potential barrier scattering of twin boundaries,Nano Energy,,279
"Yubo Luo, Junyou Yang, Qinghui Jiang, Weixin Li, Ye Xiao, Liangwei Fu, Dan Zhang, Zhiwei Zhou, Yudong Cheng,",Nano Energy,18,2015,37-46,Elsevier BV,4129,10.1016/j.nanoen.2015.09.015,"Y. Luo, J. Yang, Q. Jiang, W. Li, Y. Xiao, L. Fu, D. Zhang, Z. Zhou, Y. Cheng,",http://dx.doi.org/10.1016/j.nanoen.2015.09.015,article-journal,Large enhancement of thermoelectric performance of CuInTe 2  via a synergistic strategy of point defects and microstructure engineering,Nano Energy,,37
"Wenjie Xie, Jian He, Hye Jung Kang, Xinfeng Tang, Song Zhu, Mark Laver, Shanyu Wang, John R. D. Copley, Craig M. Brown, Qingjie Zhang, Terry M. Tritt,",Nano Lett.,10,2010,3283-3289,American Chemical Society (ACS),4134,10.1021/nl100804a,"W. Xie, J. He, H. Kang, X. Tang, S. Zhu, M. Laver, S. Wang, J. Copley, C. Brown, Q. Zhang, T. Tritt,",http://dx.doi.org/10.1021/nl100804a,article-journal,"Identifying the Specific Nanostructures Responsible for the High Thermoelectric Performance of (Bi,Sb)2Te3Nanocomposites",Nano Letters,9,3283
"Xiao Yan, Bed Poudel, Yi Ma, W. S. Liu, G. Joshi, Hui Wang, Yucheng Lan, Dezhi Wang, Gang Chen, Z. F. Ren,",Nano Lett.,10,2010,3373-3378,American Chemical Society (ACS),4135,10.1021/nl101156v,"X. Yan, B. Poudel, Y. Ma, W. Liu, G. Joshi, H. Wang, Y. Lan, D. Wang, G. Chen, Z. Ren,",http://dx.doi.org/10.1021/nl101156v,article-journal,Experimental Studies on Anisotropic Thermoelectric Properties and Structures of n-Type Bi2Te2.7Se0.3,Nano Letters,9,3373
"Jinyao Tang, Hung-Ta Wang, Dong Hyun Lee, Melissa Fardy, Ziyang Huo, Thomas P. Russell, Peidong Yang,",Nano Lett.,10,2010,4279-4283,American Chemical Society (ACS),4136,10.1021/nl102931z,"J. Tang, H. Wang, D. Lee, M. Fardy, Z. Huo, T. Russell, P. Yang,",http://dx.doi.org/10.1021/nl102931z,article-journal,Holey Silicon as an Efficient Thermoelectric Material,Nano Letters,10,4279
"Xiao Yan, Giri Joshi, Weishu Liu, Yucheng Lan, Hui Wang, Sangyeop Lee, J. W. Simonson, S. J. Poon, T. M. Tritt, Gang Chen, Z. F. Ren,",Nano Lett.,11,2011,556-560,American Chemical Society (ACS),4139,10.1021/nl104138t,"X. Yan, G. Joshi, W. Liu, Y. Lan, H. Wang, S. Lee, J. Simonson, S. Poon, T. Tritt, G. Chen, Z. Ren,",http://dx.doi.org/10.1021/nl104138t,article-journal,Enhanced Thermoelectric Figure of Merit of p-Type Half-Heuslers,Nano Letters,2,556
"Priyanka Jood, Rutvik J. Mehta, Yanliang Zhang, Germanas Peleckis, Xiaolin Wang, Richard W. Siegel, Theo Borca-Tasciuc, Shi Xue Dou, Ganpati Ramanath,",Nano Lett.,11,2011,4337-4342,American Chemical Society (ACS),4141,10.1021/nl202439h,"P. Jood, R. Mehta, Y. Zhang, G. Peleckis, X. Wang, R. Siegel, T. Borca-Tasciuc, S. Dou, G. Ramanath,",http://dx.doi.org/10.1021/nl202439h,article-journal,Al-Doped Zinc Oxide Nanocomposites with Enhanced Thermoelectric Properties,Nano Letters,10,4337
"Haoran Yang, Luis A. Jauregui, Genqiang Zhang, Yong P. Chen, Yue Wu,",Nano Lett.,12,2012,540-545,American Chemical Society (ACS),4142,10.1021/nl201718z,"H. Yang, L. Jauregui, G. Zhang, Y. Chen, Y. Wu,",http://dx.doi.org/10.1021/nl201718z,article-journal,Nontoxic and Abundant Copper Zinc Tin Sulfide Nanocrystals for Potential High-Temperature Thermoelectric Energy Harvesting,Nano Letters,2,540
"Jae Sung Son, Moon Kee Choi, Mi-Kyung Han, Kunsu Park, Jae-Yeol Kim, Seong Joon Lim, Myunghwan Oh, Young Kuk, Chan Park, Sung-Jin Kim, Taeghwan Hyeon,",Nano Lett.,12,2012,640-647,American Chemical Society (ACS),4143,10.1021/nl203389x,"J. Son, M. Choi, M. Han, K. Park, J. Kim, S. Lim, M. Oh, Y. Kuk, C. Park, S. Kim, T. Hyeon,",http://dx.doi.org/10.1021/nl203389x,article-journal,n-Type Nanostructured Thermoelectric Materials Prepared from Chemically Synthesized Ultrathin Bi2Te3Nanoplates,Nano Letters,2,640
"Ajay Soni, Zhao Yanyuan, Yu Ligen, Michael Khor Khiam Aik, Mildred S. Dresselhaus, Qihua Xiong,",Nano Lett.,12,2012,1203-1209,American Chemical Society (ACS),4144,10.1021/nl2034859,"A. Soni, Z. Yanyuan, Y. Ligen, M. Aik, M. Dresselhaus, Q. Xiong,",http://dx.doi.org/10.1021/nl2034859,article-journal,Enhanced Thermoelectric Properties of Solution Grown Bi2Te3–xSexNanoplatelet Composites,Nano Letters,3,1203
"Bo Yu, Mona Zebarjadi, Hui Wang, Kevin Lukas, Hengzhi Wang, Dezhi Wang, Cyril Opeil, Mildred Dresselhaus, Gang Chen, Zhifeng Ren,",Nano Lett.,12,2012,2077-2082,American Chemical Society (ACS),4145,10.1021/nl3003045,"B. Yu, M. Zebarjadi, H. Wang, K. Lukas, H. Wang, D. Wang, C. Opeil, M. Dresselhaus, G. Chen, Z. Ren,",http://dx.doi.org/10.1021/nl3003045,article-journal,Enhancement of Thermoelectric Properties by Modulation-Doping in Silicon Germanium Alloy Nanocomposites,Nano Letters,4,2077
"Daxin Liang, Haoran Yang, Scott W. Finefrock, Yue Wu,",Nano Lett.,12,2012,2140-2145,American Chemical Society (ACS),4146,10.1021/nl300524j,"D. Liang, H. Yang, S. Finefrock, Y. Wu,",http://dx.doi.org/10.1021/nl300524j,article-journal,Flexible Nanocrystal-Coated Glass Fibers for High-Performance Thermoelectric Energy Harvesting,Nano Letters,4,2140
"Qinyong Zhang, Hengzhi Wang, Qian Zhang, Weishu Liu, Bo Yu, Hui Wang, Dezhi Wang, George Ni, Gang Chen, Zhifeng Ren,",Nano Lett.,12,2012,2324-2330,American Chemical Society (ACS),4147,10.1021/nl3002183,"Q. Zhang, H. Wang, Q. Zhang, W. Liu, B. Yu, H. Wang, D. Wang, G. Ni, G. Chen, Z. Ren,",http://dx.doi.org/10.1021/nl3002183,article-journal,Effect of Silicon and Sodium on Thermoelectric Properties of Thallium-Doped Lead Telluride-Based Materials,Nano Letters,5,2324
"Ajay Soni, Yiqiang Shen, Ming Yin, Yanyuan Zhao, Ligen Yu, Xiao Hu, Zhili Dong, Khiam Aik Khor, Mildred S. Dresselhaus, Qihua Xiong,",Nano Lett.,12,2012,4305-4310,American Chemical Society (ACS),4149,10.1021/nl302017w,"A. Soni, Y. Shen, M. Yin, Y. Zhao, L. Yu, X. Hu, Z. Dong, K. Khor, M. Dresselhaus, Q. Xiong,",http://dx.doi.org/10.1021/nl302017w,article-journal,Interface Driven Energy Filtering of Thermoelectric Power in Spark Plasma Sintered Bi2Te2.7Se0.3Nanoplatelet Composites,Nano Letters,8,4305
"Michael Thompson Pettes, Jesse Maassen, Insun Jo, Mark S. Lundstrom, Li Shi,",Nano Lett.,13,2013,5316-5322,American Chemical Society (ACS),4150,10.1021/nl402828s,"M. Pettes, J. Maassen, I. Jo, M. Lundstrom, L. Shi,",http://dx.doi.org/10.1021/nl402828s,article-journal,Effects of Surface Band Bending and Scattering on Thermoelectric Transport in Suspended Bismuth Telluride Nanoplates,Nano Letters,11,5316
"Haiyu Fang, Zhiqiang Luo, Haoran Yang, Yue Wu,",Nano Lett.,14,2014,1153-1157,American Chemical Society (ACS),4151,10.1021/nl403677k,"H. Fang, Z. Luo, H. Yang, Y. Wu,",http://dx.doi.org/10.1021/nl403677k,article-journal,The Effects of the Size and the Doping Concentration on the Power Factor of n-type Lead Telluride Nanocrystals for Thermoelectric Energy Conversion,Nano Letters,3,1153
"Machhindra Koirala, Hui Wang, Mani Pokharel, Yucheng Lan, Chuanfei Guo, Cyril Opeil, Zhifeng Ren,",Nano Lett.,14,2014,5016-5020,American Chemical Society (ACS),4153,10.1021/nl501436w,"M. Koirala, H. Wang, M. Pokharel, Y. Lan, C. Guo, C. Opeil, Z. Ren,",http://dx.doi.org/10.1021/nl501436w,article-journal,Nanostructured YbAgCu4for Potentially Cryogenic Thermoelectric Cooling,Nano Letters,9,5016
"Qian Zhang, Ting Sun, Feng Cao, Ming Li, Minghui Hong, Jikang Yuan, Qingyu Yan, Huey Hoon Hng, Nianqiang Wu, Xiaogang Liu,",Nanoscale,2,2010,,Royal Society of Chemistry (RSC),4157,10.1039/c0nr00115e,"Q. Zhang, T. Sun, F. Cao, M. Li, M. Hong, J. Yuan, Q. Yan, H. Hng, N. Wu, X. Liu,",http://dx.doi.org/10.1039/c0nr00115e,article-journal,Tuning the shape and thermoelectric property of PbTe nanocrystals by bismuth doping,Nanoscale,7,1256
"Wenwen Zhou, Weiyun Zhao, Ziyang Lu, Jixin Zhu, Shufen Fan, Jan Ma, Huey Hoon Hng, Qingyu Yan,",Nanoscale,4,2012,,Royal Society of Chemistry (RSC),4158,10.1039/c2nr30469d,"W. Zhou, W. Zhao, Z. Lu, J. Zhu, S. Fan, J. Ma, H. Hng, Q. Yan,",http://dx.doi.org/10.1039/c2nr30469d,article-journal,Preparation and thermoelectric properties of sulfur doped Ag2Te nanoparticles via solvothermal methods,Nanoscale,13,3926
"Hung-Tai Chang, Sih-Yuan Wang, Sheng-Wei Lee,",Nanoscale,6,2014,3593-3598,Royal Society of Chemistry (RSC),4160,10.1039/c3nr06335f,"H. Chang, S. Wang, S. Lee,",http://dx.doi.org/10.1039/c3nr06335f,article-journal,Designer Ge/Si composite quantum dots with enhanced thermoelectric properties,Nanoscale,7,3593
